scenario_name,test_name,mode_free_or_anchored,joint_name,joint_type,joint_max_delta_deg_or_mm,limit_hit
underfilled,top_preload,free,outer_bottom_edge_left_08_hinge,hinge_deg,8.308508,False
underfilled,top_preload,free,outer_bottom_edge_left_09_hinge,hinge_deg,6.572345,False
underfilled,top_preload,free,outer_bottom_edge_left_10_hinge,hinge_deg,6.627892,False
underfilled,top_preload,free,outer_bottom_edge_right_00_hinge,hinge_deg,1.352510,False
underfilled,top_preload,free,outer_bottom_edge_right_01_hinge,hinge_deg,1.090434,False
underfilled,top_preload,free,outer_bottom_edge_right_02_hinge,hinge_deg,0.865669,False
underfilled,top_preload,free,outer_bottom_edge_right_03_hinge,hinge_deg,0.977441,False
underfilled,top_preload,free,outer_bottom_edge_right_04_hinge,hinge_deg,0.734415,False
underfilled,top_preload,free,outer_bottom_edge_right_05_hinge,hinge_deg,2.269913,False
underfilled,top_preload,free,outer_bottom_edge_right_06_hinge,hinge_deg,6.516668,False
underfilled,top_preload,free,outer_bottom_edge_right_07_hinge,hinge_deg,29.053454,False
underfilled,top_preload,free,outer_bottom_edge_right_08_hinge,hinge_deg,26.529382,False
underfilled,top_preload,free,outer_bottom_edge_right_09_hinge,hinge_deg,19.531715,False
underfilled,top_preload,free,outer_bottom_edge_right_10_hinge,hinge_deg,6.288492,False
underfilled,top_preload,free,outer_lower_left_00_hinge,hinge_deg,0.903828,False
underfilled,top_preload,free,outer_lower_left_01_hinge,hinge_deg,0.744224,False
underfilled,top_preload,free,outer_lower_left_02_hinge,hinge_deg,0.837175,False
underfilled,top_preload,free,outer_lower_left_03_hinge,hinge_deg,0.463518,False
underfilled,top_preload,free,outer_lower_left_04_hinge,hinge_deg,0.363465,False
